name,author,narrator,time,releasedate,language,stars,price
Symphonie musicale,Fleurde Lys,Seth Shannon,32,2021-05-20,French,4.46,187
"Sex, Drums, Rock 'n' Roll!","Kenny Aronoff, Neil Peart-Forewordby",Kenny Aronoff,721,2021-01-06,English,4.46,703
Go Further,"Paul Myers-editor, S.W.Lauden-editor","Christina Delaine, Keith Sellon-Wright",327,2021-08-06,English,4.46,469
There's No Bones in Ice Cream,"Sylvain Sylvain, Dave Thompson",Michael Butler Murray,578,2021-08-06,English,4.46,586
Music,Nicholas Cook,Suzanne Toren,299,2021-08-06,English,4.46,469
Fallopian Rhapsody,"The Lunachicks, Jeanne Fury-contributor","The Lunachicks, Jeanne Fury",568,2021-01-06,English,4.46,500
Worship and the World to Come,Glenn Packiam,Ramon De Ocampo,457,2021-05-25,English,4.46,469
My Amy,Tyler James,Tyler James,580,2021-10-06,English,4.46,323
Where Did Our Love Go?,Nelson George,Ron Butler,588,2021-05-05,English,4.46,668
"Die Geschichte der DONOTS - Heute Pläne, morgen Konfetti",Ingo Neumayer,Nilz Bokelberg,500,2021-05-05,German,4.46,501
ASMR - Tingly Brain Massage (Italian edition),Stone Books,Stone Books,158,2021-04-27,Italian,4.46,305
Glitter Up the Dark,Sasha Geffen,Natasha Soudek,538,2021-04-30,English,4.46,668
Abstürzende Brieftauben - Die ersten 25 Jahre,Konrad Kittner,"Konrad K., Micro",122,2021-04-19,German,4.46,434
Enter Night,Mick Wall,Alister Austin,1057,2021-04-21,English,4.46,"1,340"
Götterdämmerung - Drama und Oper,Richard Wagner,Jürgen Fritsche,739,2021-01-04,German,4.46,501
Boyz n the Void,G'Ra Asim,Jordan Bellow,446,2021-11-05,English,4.46,"1,005"
Janis Joplin [Italian Version],Lucas Hugo Pavetto,Corrado Niro,82,2021-03-30,Italian,4.46,113
Atmosfera - Nel bosco,Rasmus Broe,Rasmus Broe,259,2021-03-30,Italian,4.46,190
My Rock 'n' Roll Friend,Tracey Thorn,"Gina Murray, Taryn Ryan",401,2021-01-04,English,4.46,797
"Goodbye, Guns N' Roses",Art Tavana,Peter Berkrot,651,2021-04-13,English,4.46,703
Driven: Rush in the ’90s and “In the End”,Martin Popoff,Michael Butler Murray,782,2021-04-27,English,4.46,703
Takin' Care of Business,George Case,Davidde Vries,576,2021-11-05,English,4.46,586
The Glory Road,Anita Faye Garner,Pamela Almand,571,2021-04-13,English,4.46,820
Hollywood Eden,Joel Selvin,Peter Berkrot,483,2021-06-04,English,4.46,820
The Beatles in My Life,Paul Griggs,Paul Griggs,100,2021-01-05,English,4.46,188
"Artist's Guide to Success in the Music Business, Chapter 9: Your Band Is the Brand",Loren Weisman,Loren Weisman,68,2021-03-25,English,4.46,70
"Artist's Guide to Success in the Music Business, Chapter 5: Solo or Band Touring",Loren Weisman,Loren Weisman,51,2021-03-25,English,4.46,70
"Artist's Guide to Success in the Music Business, Chapter 11: Your Career in the Music Business of Today",Loren Weisman,Loren Weisman,83,2021-03-25,English,4.46,70
"Artist's Guide to Success in the Music Business, Chapter 1: The Music Industry and You",Loren Weisman,Loren Weisman,68,2021-03-25,English,4.46,70
"Artist's Guide to Success in the Music Business, Chapter 6: The Music Business Plan",Loren Weisman,Loren Weisman,44,2021-03-25,English,4.46,70
"Artist's Guide to Success in the Music Business, Chapter 4: Managing, Performing and Booking Gigs",Loren Weisman,Loren Weisman,123,2021-03-25,English,4.46,70
The Legendary Horseshoe Tavern,"David Mc Pherson, Jim Cuddy",Jeff Woods,341,2020-09-28,English,4.46,750
Beeswing,Richard Thompson,Richard Thompson,439,2021-04-15,English,4.46,"1,025"
Excavate!,"Tessa Norton, Bob Stanley","Dean Williamson, Maxine Peake, Pat Nevin",463,2021-03-30,English,4.46,949
Secrets for the Mad,dodie,"Joshua Edwards,dodie, Rebecca Fortuin,",276,2017-12-21,English,5.0,615
"Classical Music for Dummies, 2nd Edition","David Pogue, Scott Speck",Paul Heitsch,700,2019-07-16,English,3.0,703
How to Listen to Jazz,Ted Gioia,Peter Ganim,418,2017-09-19,English,5.0,500
The Baddest B---h in the Room,Sophia Chang,Sophia Chang,8,2019-09-26,English,4.46,"1,003"
Monique Leyrac: le roman d'une vie [Monique Leyrac: The Novel of a Lifetime],François Dompierre,François Dompierre,467,2019-07-25,French,4.46,700
Careless Love,Peter Guralnick,Kevin Stillwell,1867,2012-01-11,English,4.46,500
Al Schmitt on the Record,"Al Schmitt, Maureen Droney",B.J.Harrison,451,2020-01-13,English,4.46,668
"The History of Jazz, Second Edition",Ted Gioia,Bob Souer,1319,2014-05-14,English,4.46,"1,170"
Empire State of Mind,Zack O'Malley Greenburg,Sean Pratt,335,2011-03-16,English,4.5,694
How to Win Big in the Music Business,Clinton Sparks,Clinton Sparks,142,2020-06-11,English,4.46,703
Substance,Peter Hook,"Peter Hook, Keir Stewart",1195,2021-03-18,English,4.46,873
Második rész,Tótfalusi István,Rost Andrea,121,2021-03-15,Hungarian,4.46,300
Trips,Ellen Sander,Dina Pearlman,614,2021-05-02,English,4.46,836
Permission to Be Black,"A.D.""Lumkile""Thomason",A.D.Thomason,273,2021-02-23,English,4.46,469
Coal Miner's Daughter,Loretta Lynn,Sissy Spacek,476,2021-02-16,English,4.46,500
The Beatles from A to Zed,Peter Asher,Peter Asher,542,2019-10-29,English,4.46,134
Vibrate Higher,Talib Kweli,Talib Kweli,511,2021-02-16,English,4.46,134
Blue,"Steve Aoki, Daniel Paisner","Greg Chun, Steve Aoki",380,2019-03-09,English,4.46,134
Been So Long,"Jorma Kaukonen, Grace Slick-foreword, Jack Casady-afterword","Jorma Kaukonen, Grace Slick-foreword, Jack Casady-afterword",598,2018-08-28,English,4.46,181
This Is All a Dream We Dreamed,"Blair Jackson, David Gans","Holter Graham, Fred Berman, Oliver Wyman,",1039,2015-10-11,English,4.46,221
Boys in the Trees,Carly Simon,Carly Simon,805,2015-11-25,English,4.46,181
Operamesék,István Tótfalusi,Andrea Rost,142,2021-08-02,Hungarian,4.46,300
My Life in the Purple Kingdom,"Brown Mark, Cynthia M.Uhrich, Questlove",Brown Mark,303,2021-09-03,English,4.46,469
Rock Stars on the Record,Eric Spitznagel,Michael Butler Murray,356,2021-02-23,English,4.46,586
Limelight: Rush in the ’80s,Martin Popoff,Michael Butler Murray,590,2021-09-02,English,4.46,703
Jacksonville and the Roots of Southern Rock,Michael Ray Fitz Gerald,Michael Butler Murray,365,2021-03-23,English,4.46,586
Delta Blues,Ted Gioia,Chris Abernathy,1037,2021-03-16,English,4.46,820
Music Business Essentials,Mark Cabaniss,Mark Cabaniss,393,2021-02-23,English,4.46,773
Las 3 escales menores [The Three Minor Keys],Brynner Vallecilla,Brynner Vallecilla,16,2021-02-18,Spanish,4.46,93
"Artist's Guide to Success in the Music Business, Chapter 2: Your Band: Working with Other Musicians",Loren Weisman,Loren Weisman,149,2021-03-25,English,4.46,70
"Artist's Guide to Success in the Music Business, Chapter 3: Defining and Refining Your Sound",Loren Weisman,Loren Weisman,53,2021-03-25,English,4.46,70
"Artist's Guide to Success in the Music Business, Chapter 10: Music Marketing and Promotions",Loren Weisman,Loren Weisman,186,2021-03-25,English,4.46,70
Nöthin' but a Good Time,"Tom Beaujour, Richard Bienstock","Amy Mc Fadden, Gary Furlong, Richard Bienstock,",958,2021-03-16,English,4.46,221
"Decoding ""Despacito""",Leila Cobo,Leila Cobo,498,2021-02-03,English,4.46,879
Songlab,Alex Forbes,Alex Forbes,226,2013-04-17,English,4.0,468
John Lennon,Phillip Norman,Russell Boulter,1955,2009-10-20,English,4.46,797
Mustaine,"Dave Mustaine, Joe Layden",Tom Wayland,698,2010-08-17,English,4.0,"1,406"
Somebody to Love,"Matt Richards, Mark Langthorne",Tim Bruce,905,2017-01-09,English,4.5,"1,328"
Not Afraid,Anthony Bozza,Peter Vellios,479,2019-10-31,English,4.46,"1,252"
Beethoven,Laura Tunbridge,Laura Tunbridge,442,2020-07-16,English,4.46,888
Supernatural Strategies for Making a Rock ’n’ Roll Group,Ian F.Svenonius,Ian F.Svenonius,410,2020-01-14,English,4.46,702
Go Ahead in the Rain,Hanif Abdurraqib,Ron Butler,378,2019-02-16,English,4.46,"1,172"
When the Uncertainty Principle Goes to 11,Philip Moriarty,Tim Gerard Reynolds,612,2018-02-08,English,4.46,938
The Jazz Standards,Ted Gioia,Bob Souer,1303,2014-06-02,English,4.46,"1,170"
The Life and Works of Frédéric Chopin,Jeremy Siepmann,"Jeremy Siepmann, Anton Lesser, Neville Jason,",297,2012-01-01,English,4.46,656
The History of Gangster Rap,"Soren Baker, Xzibit-foreword","James Shippy, Soren Baker",685,2019-07-23,English,4.46,"1,005"
Elton John,David Buckley,Simon Shepherd,978,2019-05-28,English,4.46,"1,172"
In Tune,Richard Wolf,Tom Parks,279,2019-02-04,English,4.46,670
Our Band Could Be Your Life,Michael Azerrad,"Jon Wurster, Merrill Garbus, Fred Armisen,",1266,2019-05-21,English,4.46,500
Beastie Boys Book,"Michael Diamond, Adam Horovitz",Full Cast,762,2018-10-30,English,5.0,949
A Mad Love,Vivien Schweitzer,Lisa Flanagan,416,2018-09-18,English,4.46,500
Play It Loud,"Brad Tolinski, Alandi Perna, Carlos Santana-foreword",Rob Shapiro,711,2016-10-25,English,5.0,"1,131"
The World of Angels,Brahma Kumaris,Brahma Kumaris,73,2013-03-20,English,5.0,190
The Story of Music,Howard Goodall,Howard Goodall,756,2013-03-21,English,5.0,820
Tina Turner: My Love Story (Official Autobiography),Tina Turner,"Tina Turner, Heather Alicia Simms",487,2018-10-18,English,4.46,683
Me,Ricky Martin,Jonathan Davis,466,2010-02-11,English,4.46,879
First Lady,Sonia Purnell,Charlotte Strevens,952,2016-06-07,English,4.46,"1,492"
Journey of a Thousand Miles,"David Ritz, Lang Lang",uncredited,410,2008-08-25,English,5.0,879
Original Gangstas,Ben Westhoff,J.D.Jackson,917,2016-09-15,English,5.0,500
How Music Works,John Powell,Walter Dixon,487,2010-12-20,English,3.0,820
Unashamed,Lecrae Moore,Lecrae Moore,257,2016-03-05,English,5.0,773
Classical Music 101,Fred Plotkin,Fred Plotkin,1166,2004-02-06,English,4.46,"1,054"
Weird Scenes Inside the Canyon,David Mc Gowan,Bill Fike,842,2017-08-23,English,4.46,836
Not Dead Yet,Phil Collins,Phil Collins,733,2016-10-20,English,5.0,820
Words Without Music,Philip Glass,Lloyd James,906,2015-06-04,English,5.0,820
Bach's Musical Universe,Christoph Wolff,Paul Heitsch,802,2020-04-14,English,4.46,703
"The Artist's Guide to Success in the Music Business, 2nd Edition",Loren Weisman,Loren Weisman,1097,2020-02-10,English,4.46,538
Uncommon People,David Hepworth,David Hepworth,775,2017-06-29,English,4.46,752
The Story of Classical Music,Darren Henley,Aled Jones,268,2011-07-03,English,5.0,539
Elvis Presley,Pamela Clarke Keogh,Anna Fields,487,2006-02-21,English,4.46,702
So Much Things to Say,"Roger Steffens, Linton Kwesi Johnson",Roger Steffens,791,2017-11-07,English,4.46,"1,055"
Toscanini,Harvey Sachs,Paul Boehmer,2432,2017-06-27,English,4.46,"1,876"
The Spree of '83,"Freddy Powers, Catherine Powers, Jake Brown,","Andi Arndt, Carrington Mac Duffie, Donald Corren,",552,2017-01-07,English,4.46,820
We Gotta Get Out of This Place,"Doug Bradley, Craig Werner",Sean Runnette,611,2017-06-06,English,4.46,836
In Search of the Lost Chord,Danny Goldberg,Johnny Heller,503,2017-06-06,English,4.46,836
The Show That Never Ends,David Weigel,Rudy Sanda,695,2017-06-13,English,4.46,820
Never Say No to a Rock Star,Glenn Berger,Stephen R.Thorne,619,2017-06-06,English,4.46,938
Just Around Midnight,Jack Hamilton,Ron Butler,608,2017-03-31,English,4.46,938
Van Halen Rising,Greg Renoff,Sean Runnette,685,2016-03-15,English,4.46,938
Ringo,Michael Seth Starr,Peter Berkrot,959,2016-09-02,English,4.46,"1,172"
The Last Sultan,Robert Greenfield,Robert Fass,833,2011-11-21,English,4.46,979
Inspiration Piano,Marina Graf,Marina Graf,335,2021-01-29,French,4.46,944
Willin',Ben Fong-Torres,Ben Fong-Torres,592,2021-01-25,English,4.46,668
Levon,Sandra B.Tooze,Rosemary Benson,806,2021-01-26,English,4.46,703
All They Will Call You,Tim Z.Hernandez,Tim Z.Hernandez,419,2021-01-28,English,4.46,586
Can't Slow Down,Michaelangelo Matos,"Michaelangelo Matos, Corey Carthew",1006,2021-01-18,English,4.46,500
Aerosmith - Gli inossidabili dell'hard rock,Lucas Hugo Pavetto,Omar Mestroni,42,2020-11-11,Italian,4.46,113
Jagged Little Pill,"Alanis Morissette-introduction, Rachel Syme, Diablo Cody-contributor,","Rachel Syme, Julia Whelan, Robin Miles,",282,2020-10-11,English,4.46,500
Woody Guthrie,Gustavus Stadler,Jeff Zinn,565,2020-06-10,English,4.46,"1,005"
Hit So Hard,Patty Schemel,Patty Schemel,487,2017-10-31,English,4.46,500
Redl singt Villon,Christian Redl,Christian Redl,63,2020-10-14,German,4.46,233
Siegfried - Drama und Oper,Richard Wagner,Jürgen Fritsche,717,2020-11-27,German,4.46,501
Meine Reise zu Beethoven,Christian Thielemann,Frank Arnold,477,2020-10-23,German,4.46,501
Come and Get These Memories,"Edward Holland, Brian Holland, Dave Thompson","Kevin Kenerly, Rodney Gardiner",569,2020-01-12,English,4.46,820
Bundini,Todd D.Snyder,Sean Crisden,602,2020-11-24,English,5.0,703
Somewhere You Feel Free,Christopher Mc Kittrick,Gary Bennett,525,2020-11-17,English,4.46,586
World Music,Philip V.Bohlman,Tim Campbell,254,2020-10-27,English,4.46,820
Der Opa im Altenheim [The Grandpa in the Nursing Home],Lucy Rush,Lucy Rush,12,2020-11-24,German,4.46,117
An Icon Remembers: Kris Kristofferson,Geoffrey Giuliano,Kris Kristofferson,110,2020-07-11,English,4.46,163
Bruce Springsteen,Brian Hiatt,Jim Seybert,535,2020-11-17,English,4.46,"1,172"
They Just Seem a Little Weird,Doug Brod,Eric Stuart,652,2020-01-12,English,4.46,500
Do You Feel Like I Do?,"Peter Frampton, Alan Light",Peter Frampton,643,2020-10-20,English,4.46,500
Do What You Want,"Bad Religion, Jim Ruland",Rob Shapiro,625,2020-08-18,English,4.46,500
Looking to Get Lost,Peter Guralnick,Jim Meskimen,1075,2020-10-27,English,4.46,500
I Die Each Time I Hear the Sound,Mike Doughty,Mike Doughty,352,2020-11-17,English,4.46,500
Things We Said Today,Geoffrey Giuliano,Geoffrey Giuliano,78,2020-09-30,English,4.46,258
Llamando a las Puertas del Cielo (Narración en Castellano) [Knocking on the Gates of Heaven],Ricardo Romero Laullón,Luis Mediavilla,275,2020-01-10,Spanish,4.46,537
This Isn't Happening,Steven Hyden,Angelo Di Loreto,372,2020-09-29,English,4.46,500
Breve historia de la música [Brief History of Music],Javier María López,Gerardo Quiroz,447,2020-09-18,Spanish,4.46,691
Tócala Otra Vez Bach (Narración en Castellano) [Play It Again Bach],Máximo Pradera,Ivan Canovas,488,2020-08-15,Spanish,4.46,691
Burning Down the Haus,Tim Mohr,Matthew Lloyd Davies,714,2020-07-29,English,4.46,569
Eso no estaba en mi libro de Historia de la Música (Narración en Castellano) [That Was Not in My Music History Book],Pedro González Mira,Miquel García Borda,633,2020-07-27,Spanish,4.46,883
Honky Tonk Angel,"Ellis Nassour, Dottie West-foreword",Tom Perkins,913,2020-07-21,English,4.46,703
It's the World's Birthday Today,"Christian""Flake""Lorenz",Shaun Grindell,632,2020-08-09,English,4.46,703
Rap Manuskript,Lingothe Poet,Lingothe Poet,176,2020-06-19,German,4.46,334
Can't Give It Away on Seventh Avenue,Christopher Mc Kittrick,Gary Bennett,526,2020-06-23,English,4.46,586
Brother Robert,"Annye C.Anderson, Preston Lauterbach, Elijah Wald",Janina Edwards,270,2020-09-06,English,4.46,500
Apprendre la musique,Isabelle Peretz,Agathe Cemin,131,2020-05-06,French,4.46,528
Diary of a Madman,"Brad""Scarface""Jordan, Benjamin Meadows Ingram-with",JDJackson,359,2020-05-26,English,4.46,586
Kick It,Matt Brennan,Michael Butler Murray,881,2020-05-29,English,4.46,703
The Singing Cure,Amanda Lohrey,Brigid Lohrey,178,2020-05-26,English,4.46,585
Anthem: Rush in the 1970s,Martin Popoff,Michael Butler Murray,669,2020-12-05,English,4.46,703
Releasekonzept,Yannic Roithmaier,Amerio Mele,74,2020-04-16,German,4.46,300
Dylan,Dennis Mc Dougal,Gary Bennett,836,2020-05-19,English,4.46,"1,172"
Blues from Laurel Canyon,John Mayall,Derek Perkins,513,2020-04-08,English,4.46,820
Lady Bitch Ray über Madonna,Lady Bitch Ray,Lady Bitch Ray,144,2020-08-04,German,4.46,267
Ted Templeman,"Ted Templeman, Greg Renoff",Sean Runnette,863,2020-04-14,English,4.46,703
Mozart,Mildred Clary,Marc-Henri Boisse,747,2020-03-18,French,4.46,755
Between the Records,"Julian Tepper, Britt Daniel-foreword",Julian Tepper,274,2020-10-03,English,4.46,703
Pray. Focus. Plan. Execute.,"Larry""S1""Griffin","Larry""S1""Griffin",251,2020-05-05,English,4.46,585
Cool Town,Grace Elizabeth Hale,Emily Cauldwell,785,2020-03-23,English,4.46,836
Qulluna Kirkiñanaka [Click to Kirki Qanaka] (Aymara Edition),Marcela Recabarren,Braulio Martínez,10,2020-02-28,English,4.46,47
La música de las montañas [The Music of the Mountains],Marcela Recabarren,Braulio Martínez,5,2020-02-25,Spanish,4.46,47
Counterpoint,Philip Kennicott,Paul Heitsch,537,2020-02-18,English,4.46,586
Satan Is Real,"Charlie Louvin, Benjamin Whitmer-with",Arthur Flavell,455,2020-11-02,English,4.46,586
Inside the Beatles Sphere 2,Geoffrey Giuliano,Geoffrey Giuliano,74,2020-01-22,English,4.46,234
"Ginger Baker Born Under a Bad Sign: Cream, Blind Faith, Heroin & The 60's",Geoffrey Giuliano,Geoffrey Giuliano,43,2020-01-21,English,4.46,234
Raising Hell,"Jon Wiederhorn, Gary Holt-foreword",Michael Butler Murray,976,2020-02-18,English,4.46,820
"Crazy Man, Crazy","Bill Haley Jr., Peter Benjaminson",Paul Woodson,470,2020-01-13,English,4.46,668
Get Tusked,"Hernan Rojas, Ken Caillat",Sheree Wichard,769,2020-09-01,English,4.46,668
Sympathy for the Drummer,Mike Edison,Mike Edison,294,2020-07-01,English,4.46,481
Geheimnis Mensch - Die Stimme,Gabriela Ackermann,Gabriela Ackermann,403,2019-12-20,German,4.46,636
Music & the Brain,Scientific American,Suzie Althens,166,2020-04-21,English,4.46,585
Creation Stories,Alan Mc Gee,Phil Mc Kee,444,2019-12-13,English,4.46,569
Der Allround DJ - Das Hörbuch,Marko Holtwick,Marko Holtwick,134,2020-01-20,German,4.46,434
Indulge Your Senses,"Michael Dorf, Paul Keegan",Michael Dorf,325,2019-03-12,English,4.46,668
Why Karen Carpenter Matters,Karen Tongson,Karen Tongson,198,2019-11-26,English,4.46,501
Obama Music,Bonnie Greer,Bonnie Greer,443,2019-11-28,English,4.46,569
The Second Summer of Love,Alon Shulman,Alon Shulman,445,2019-11-21,English,4.46,569
A Pure Solar World,Paul Youngquist,Flynn Earl Jones,649,2019-12-11,English,4.46,836
Geheimnisse des Singens,Sabinevon Herzen Ditzler,Sabinevon Herzen Ditzler,57,2019-03-11,German,4.46,233
Klangvolle Weihnachten zum Träumen,"Franziska Diesmann, Torsten Abrolat",Franziska Diesmann,79,2019-11-14,German,4.46,300
Thees Uhlmann über Die Toten Hosen,Thees Uhlmann,Thees Uhlmann,174,2019-11-29,German,4.46,334
The King and I,"Anne Midgette, Herbert Breslin",Chris Lutkin,656,2019-10-15,English,4.46,"1,172"
No Encore!,Drew Fortune,Peter Berkrot,451,2019-10-22,English,4.46,586
What Great Singers Do and You (Probably) Don't,Stan Munslow,Stan Munslow,18,2019-03-10,English,4.46,163
Time Is Tight,Booker T.Jones,Booker T.Jones,672,2019-10-29,English,4.46,500
Go All the Way,"Paul Myers, S.W.Lauden, Michael Chabon-contributor,",Keith Sellon-Wright,428,2019-08-10,English,4.46,703
Blood,Allison Moorer,"Allison Moorer, Shelby Lynne",409,2019-10-29,English,4.46,500
The Psychic Soviet,Ian F.Svenonius,Ian F.Svenonius,367,2019-10-12,English,4.46,820
On Time,"Morris Day, David Ritz",Ron Butler,372,2019-08-10,English,4.46,500
So Real It Hurts,Lydia Lunch,Lydia Lunch,219,2019-10-09,English,4.46,501
Do Sing,James Sills,James Sills,137,2019-12-09,English,4.46,615
Summertime,Richard Crawford,David Colacci,1145,2019-03-09,English,4.46,820
Johnny Cash,"Greg Laurie, Marshall Terrill",George Newbern,561,2019-08-20,English,4.46,837
"Shout, Sister, Shout!",Gayle Wald,"Leslie Uggams, Shawn T.Andrew, Anthony Heilbut",661,2019-08-27,English,4.46,"1,759"
The Hot Shot Heard ’Round the World,Andy Kahn,"Andy Kahn, Bruce Klauber",684,2019-07-24,English,4.46,820
Revenge of the She-Punks,Vivien Goldman,Vivien Goldman,569,2019-09-07,English,4.46,668
musicbook:マハラジャ伝説 Part 2,"松本みつぐ,feat.成田勝","松本みつぐ,feat.成田勝",21,2015-07-13,Japanese,4.46,139
musicbook:プロデューサー革命 トッド・ラングレン その1,サエキけんぞう,サエキけんぞう,20,2015-07-14,Japanese,4.46,139
musicbook:キング・オブ・ブルース B.B.キング,菊田俊介,菊田俊介,18,2015-07-13,Japanese,4.46,139
musicbook:ロック革命!ミカ・バンド&ロキシー,サエキけんぞう,サエキけんぞう,21,2015-07-13,Japanese,4.46,139
musicbook:DJ YUTAKA Part 1,"松本みつぐ,feat.DJYUTAKA","松本みつぐ,feat.DJYUTAKA",23,2015-11-26,Japanese,4.46,139
musicbook:ボブ・ディランにあったらよろしくと/1978年 武道館 Part 2,菅野ヘッケル,菅野ヘッケル,17,2015-12-22,Japanese,4.46,139
